WARNING: kafka-python not installed. Using mock KafkaProducer.
WARNING: kafka-python not installed. Using mock KafkaConsumer.
Starting Network Anomaly Detection System
Starting traffic simulator
Mock KafkaProducer initialized with {'bootstrap_servers': 'localhost:9092', 'value_serializer': <function KafkaNetworkProducer.__init__.<locals>.<lambda> at 0x14a587100>}
Connected to Kafka at localhost:9092
Starting Kafka consumer for topic 'network_traffic'
Mock KafkaConsumer initialized with topics ('network_traffic',) and {'bootstrap_servers': 'localhost:9092', 'auto_offset_reset': 'latest', 'value_deserializer': <function NetworkAnomalyDetectionSystem.consume_traffic.<locals>.<lambda> at 0x14a587380>, 'group_id': 'network_anomaly_detector'}
Producing 10 packets per second to topic 'network_traffic'
Mock send to network_traffic: {'timestamp': '2025-05-15 23:01:52.740457', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 660, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.184497', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1249, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.197020', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1468, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.209527', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 774, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.221996', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 341, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.234529', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1083, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.247031', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1235, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.257745', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1225, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.269124', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1273, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.281633', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1050, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.293146', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1381, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.305640', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1451, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.317122', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1490, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.329557', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 309, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.342065', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1292, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.354458', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1146, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.366953', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1094, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.379157', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 225, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.391705', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1305, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.404207', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1130, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.416721', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1403, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.427340', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1303, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.439788', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1278, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.452289', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1408, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.463054', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 259, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.475012', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1463, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.487528', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 608, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.499575', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1066, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.510676', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1021, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.523176', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1439, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.535686', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 555, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.546693', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1442, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.557924', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1481, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.570422', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1010, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.582929', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1214, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.595427', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1468, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.605878', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1012, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.618371', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1005, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.630871', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1385, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.643378', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1445, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.654646', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1437, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.667148', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1407, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.679645', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1336, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.692168', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1136, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.704664', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1464, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.716610', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1128, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.727611', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1292, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.740103', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1452, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.752604', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1036, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.765108', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1290, 'is_attack': True}
Attack simulation turned OFF
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.777609', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 594, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.882700', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 579, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.983661', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 581, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.087238', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 710, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.191923', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 623, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.296984', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 192, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.402020', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1382, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.507065', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 920, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.607832', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 385, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.709174', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 431, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.812272', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 472, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:31.915995', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1257, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.018470', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 563, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.123465', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 782, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.228536', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 656, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.333575', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 580, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.438633', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 712, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.541290', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 4024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1188, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.642485', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 969, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.747526', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 230, 'is_attack': False}
Attack simulation turned ON
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.852600', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1155, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.863927', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1172, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.876415', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 77, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.887789', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1477, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.898318', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1010, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.910576', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1409, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.923072', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1471, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.935582', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1451, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.947598', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1466, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.960075', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1402, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.972603', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1107, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.985128', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1313, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:32.997651', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1470, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.009629', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 294, 'is_attack': True}
TCP 192.168.1.5 -> 10.0.0.4 (294 bytes)
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.022147', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 591, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.034624', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1386, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.047146', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1126, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.059664', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1062, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.072188', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1218, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.084712', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1058, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.094824', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1143, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.107321', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1127, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.119820', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 835, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.132333', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1236, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.144850', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1498, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.157348', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1215, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.169711', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1173, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.181675', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1334, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.194165', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1141, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:33.206691', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1138, 'is_attack': True}
